,accuracy,precision,X,Y,Class1,Class2
0,0.9866666666666667,0.9751552795031055,0.25712407143511157,0.26808135931202565,-2.182142857142751,2.182142857142967
1,0.95,0.9407894736842105,0.19722316716679944,0.3225623981573147,-0.222857142856933,0.22285714285737768
2,0.97,0.9733333333333334,0.10850739902535764,0.4069563936988367,-0.2649999999999069,0.2650000000001077
3,0.9766666666666667,0.9863945578231292,0.014119219771964113,0.4834147194275726,1.2035714285714612,-1.203571428571437
4,0.98,0.993006993006993,0.07849001960185906,0.4311041273779519,0.5428571428572991,-0.5428571428570563
5,0.9733333333333334,0.961038961038961,0.19427947863033368,0.32787972193427795,-1.2721428571427025,1.2721428571430078
6,0.9433333333333334,0.9536423841059603,0.3023942063529165,0.20499516716710633,0.5900000000002185,-0.5899999999998079
7,0.9866666666666667,0.9745222929936306,0.4261191346491888,0.07376705088461712,-1.5421428571427547,1.5421428571429674
8,0.99,0.9933333333333333,0.47847191346308143,0.016510975673219967,0.6742857142858485,-0.6742857142856062
9,0.9733333333333334,0.9858156028368794,0.41072165054514553,0.09923416196624654,2.3892857142858417,-2.389285714285639
10,0.9566666666666667,0.9586206896551724,0.33121899965678897,0.18195982040601608,0.015714285714478804,-0.01571428571407707
